wojewodztwo,powiat,nazwa_placowki,typ_placowki,publiczna_niepubliczna,adres,kod_pocztowy,miejscowosc,telefon,email,liczba_miejsc,dyrektor,organ_prowadzacy,zrodlo_danych,data_stanu
malopolskie,,Dom Dziecka Nr 7,socjalizacyjna,,ul. Naczelna 12 31-421 Kraków,31-421,,12 411 60 54,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Specjalistyczna Placówka Opiekuńczo-Wychowawcza Dom Dziecka im. Jana Brzechwy,socjalizacyjna,,al. Pod Kopcem 10 a 30-421 Kraków,30-421,,12 656 14 33 12 656 63 82,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Socjalizacyjna Placówka Opiekuńczo- Wychowawcza dla Dziewcząt,socjalizacyjna,,ul. Siemiradzkiego 31 31-137 Kraków,31-137,,12 633 22 24,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka św. Ludwiki,socjalizacyjna,,ul. Piekarska 4/6 31-067 Kraków,31-067,,12 430 52 87,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Ośrodek Wychowawczy Zgromadzenia Sióstr Służebniczek NMP,socjalizacyjna,,ul. Lenartowicza 4 31-138 Kraków,31-138,,12 633 08 95,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Specjalistyczna Placówka Opiekuńczo-Wychowawcza „Parkowa”,socjalizacyjna,,ul. Parkowa 12 30-538 Kraków,30-538,,12 656 23 61,parkowa12@tlen.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Socjalizacyjna Placówka Opiekuńczo- Wychowawcza Zgromadzenia Sióstr Św. Jana Chrzciciela,socjalizacyjna,,Adres do korespondencji ul. Szpakowa 6 30-693 Kraków,30-693,,12 658 31 83,annacsgb@poczta.onet.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom dla Dzieci Towarzystwa „Nasz Dom”,socjalizacyjna,,ul. Ruciana 6 a 30-803 Kraków,30-803,,12 659 20 70,ddd.biuro.krakow@gmail.com,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom dla Dzieci Towarzystwa „Nasz Dom”,socjalizacyjna,,ul. Borkowska 29/44 30-438 Kraków,30-438,,12 264 20 49,ddd.biuro.krakow@gmail.com,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,SIEMACHA Spot 24/7,socjalizacyjna,,ul. Cieślewskiego 11/17-18 31-467 Kraków,31-467,,12 417 00 88,cieslewskiego17@siemachaspot.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,SIEMACHA Spot 24/7,socjalizacyjna,,ul. Cieślewskiego 11/3-4 31-467 Kraków,31-467,,12 358 54 39,cieslewskiego4@siemachaspot.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Socjalizacyjna Placówka Opiekuńczo- Wychowawcza Grupa Usamodzielnienia,socjalizacyjna,,ul. Kąpielowa 41 30-434 Kraków,30-434,,12 654 71 92,usamodzielnienie@interia.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Ośrodek Opiekuńczo-Wychowawczy „Dzieło Pomocy Dzieciom”,socjalizacyjna,,ul. Rajska 10 31-124 Kraków,31-124,,12 631 03 00 12 631 03 01,rajska10@dpd.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Zespół Placówek Opiekuńczo-Wychowawczych Nr 1,socjalizacyjna,,os. Szkolne 27 31-977 Kraków,31-977,,12 644 51 70,szkolne27@poczta.onet.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka w Miękini „Spokojna Przystań”,socjalizacyjna,,Miękinia 198 32-065 Krzeszowice,32-065,,12 282 00 40,zpow@krzeszowice.net.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka w Sieborowicach,socjalizacyjna,,Sieborowice 16 32-091 Michałowice,32-091,,12 388 50 52,ddsieborowice@wp.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka im. Matki Zofii Czeskiej Zgromadzenia Sióstr Prezentek,socjalizacyjna,,Łukowica Lasek 134 34-606 Łukowica Lasek,34-606,,18 333 52 95,dd@prezentki.opoka.org.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka Nr 1,socjalizacyjna,,ul. Konopnickiej 15 32-200 Miechów,32-200,,41 383 15 07,ddkorczaka@itneria.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka Nr 2,socjalizacyjna,,ul. Konopnickiej 15 32-200 Miechów,32-200,,41 383 15 07,ddkorczaka@itneria.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,SIEMACHA Spot 24/7,socjalizacyjna,,32-433 Lubień 1038,32-433,,18 268 36 42,lubien@siemachaspot.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Zespół Placówek Opiekuńczo-Wychowawczych,socjalizacyjna,,ul. Łącznik 20 33-300 Nowy Sącz,33-300,,18 473 27 92,secretariat@zpow-ns.pl zpow@poczta.onet.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Katolicka Placówka Wychowawcza „Nasz Dom”,socjalizacyjna,,Mochnaczka Niżna 29 33-383 Tylicz,33-383,,18 476 17 95,mochnaczka.kpw@michalitki.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Salezjańska Placówka Opiekuńczo- Wychowawcza „Dom Bosko”,socjalizacyjna,,Gostwica 220 33-286 Podegrodzie,33-286,,18 445 88 22,gostwica@sdb.krakow.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka w Klęczanach,socjalizacyjna,,33-394 Klęczany 239,33-394,,18 548 94 60,domdzieckaserduszko@poczta.onet.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Placówka Opiekuńczo-Wychowawcza z miejscami interwencyjnymi,socjalizacyjna,,ul. Legionów Polskich 3 32-300 Olkusz,32-300,,32 643 06 22,zpowolkusz@wp.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka im. K. Makuszyńskiego,socjalizacyjna,,ul. Krasickiego 14 32-600 Oświęcim,32-600,,33 842 26 54,ddz14@poczta.fm,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Placówka Opiekuńczo-Wychowawcza w Kętach,socjalizacyjna,,ul. 3 Maja 22 32-650 Kęty,32-650,,33 643 06 22,pow.kety@gmail.com,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Placówka Opiekuńczo-Wychowawcza „Promyk” w Rzuchowej,socjalizacyjna,,33-114 Rzuchowa 2,33-114,,14 674 61 18,promyk@poczta.okay.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Placówka Opiekuńczo-Wychowawcza im. Janusza Korczaka,socjalizacyjna,,ul. Brodzińskiego 14 33-100 Tarnów,33-100,,14 621 96 23,pow-jkcopow-tarnow.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Placówka Opiekuńczo-Wychowawcza „Słoneczny Dom”,socjalizacyjna,,ul. Pułaskiego 33-100 Tarnów,33-100,,14 690 36 23,pow-sd@copow-tarnow.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Placówka Opiekuńczo-Wychowawcza „Przyjazny Dom”,socjalizacyjna,,ul. Chyszowska 3 33-100 Tarnów,33-100,,14 630 04 44,pow-pd@copow-tarnow.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Centrum Wsparcia Dziecka i Rodziny,socjalizacyjna,,ul. Tetmajera 31 34-500 Zakopane,34-500,,18 201 24 49,tatrogrod@op.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Placówka Opiekuńczo-Wychowawcza w Radoczy,socjalizacyjna,,Radocza 13 34-100 Wadowice,34-100,,33 876 14 66,zpowradocza@poczta.fm,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka „Moja Rodzina”,socjalizacyjna,,Pawlikowice 1 32-020 Wieliczka,32-020,,12 288 07 71,mojarodzina@o2.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,SIEMACHA Spot 24/7,socjalizacyjna,,32-015 Kłaj 243,32-015,,12 284 00 08,klaj@siemachaspot.pl,,,,typu_socjalizacyjnego_malopolskie.pdf,
lubelskie,,2,,,4,,,,,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Dziecka w Zamościu,socjalizacyjna,,ul. Wyszyńskiego 2A 22-400 Zamość tel/fax. 84 616 91 96 kom. 513042871 pddz@onet.pl,22-400,,,pddz@onet.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Pogotowie Opiekuńcze w Zamościu,socjalizacyjna+interwencyjna,,ul. Chłodna 9/25 22-400 Zamość tel. 84 616 94 21 sekretariat@pogotowieopiekunczezamosc.pl,22-400,,84 616 94 21,sekretariat@pogotowieopiekunczezamosc.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Dziecka im. Janusza Korczaka nr 1 w Lublinie,socjalizacyjna+interwencyjna,,ul. Sieroca 15 20-089 Lublin tel. 81 466-56-05/6 fax 81 442-94-45 dom_dziecka3@wp.pl,20-089,,81 466-56-05,dom_dziecka3@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Rodzinny Dom Dziecka w Lublinie,rodzinna,,ul. Harnasie 3/26-27 20-857 Lublin tel. 663 365 515 rodzinny.d.d@interia.pl,20-857,,663 365 515,rodzinny.d.d@interia.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Młodzieży SOS Nr 1,socjalizacyjna,,ul. Jutrzenki 1 B 20-538 Lublin tel. 81 460 58 00 fax 81 527 47 57 lublin@sos-wd.org,20-538,,81 460 58 00,lublin@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza „Horyzont” w Krasnymstawie,socjalizacyjna+specjalistyczno-terapeutyczna,,ul. Mickiewicza 1/1 22-300 Krasnystaw tel. 82 576 37 43 capow@domdzieckawkrasnymstawie.pl,22-300,,82 576 37 43,capow@domdzieckawkrasnymstawie.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza nr 1 w Kraśniku,socjalizacyjna,,ul. Sikorskiego 19 A 23-204 Kraśnik tel./fax 81 825 6980 sekretariat@powkrasnik.pl,23-204,,,sekretariat@powkrasnik.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Rodzinny Dom Dziecka w Kraśniku,rodzinna,,ul. Spółdzielcza 8/56 23-200 Kraśnik tel. 81 825 27 78 rodzinnyddz@wp.pl,23-200,,81 825 27 78,rodzinnyddz@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Dziecka w Woli Gałęzowskiej,socjalizacyjna+interwencyjna,,Wola Gałęzowska 116/1 23-100 Bychawa tel./fax 81 565 80 21 domdzieckawg@gmail.com,23-100,,,domdzieckawg@gmail.com,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Dziecka Nr 1 w Zwierzyńcu,socjalizacyjna,,ul. Partyzantów 3B 22-470 Zwierzyniec tel. 84 687 21 75 sekretariat@ddzzwierzyniec.pl,22-470,,84 687 21 75,sekretariat@ddzzwierzyniec.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Dziecka Nr 2 w Zwierzyńcu,socjalizacyjna,,ul. Partyzantów 3B 22-470 Zwierzyniec tel. 84 687 21 75 sekretariat@ddzzwierzyniec.pl,22-470,,84 687 21 75,sekretariat@ddzzwierzyniec.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Dziecka „Dworek” w Dąbrowicy,socjalizacyjna+interwencyjna,,Dąbrowica 140A ul. Firlejowska 41 21-008 Jastków tel. 81 536 422 168 dworek@ddprzybyslawice.pl,21-008,,81 536 422 168,dworek@ddprzybyslawice.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza w Komarnie,socjalizacyjna,,Komarno 13 21-543 Konstantynów tel./fax 83 341 42 82 arka131@wp.pl,21-543,,,arka131@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Rodzinny w Żabcach,rodzinna,,Żabce 15 21-564 Tłuściec tel. 609 816 669 wojtasinska.edyta@gmail.com,21-564,,609 816 669,wojtasinska.edyta@gmail.com,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Rodzinny Nr 1 „Jedno Serce” w Bohukałach,rodzinna,,Bohukały 133/1 21-550 Terespol tel. 83 307 06 12 domrodzinnynr1@wp.pl,21-550,,83 307 06 12,domrodzinnynr1@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Rodzinny Nr 2 „Jedno Serce” w Bohukałach,rodzinna,,Bohukały 133/2 21-550 Terespol tel. 501 447 801 iwonamaj.71@gmail.com,21-550,,501 447 801,iwonamaj.71@gmail.com,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Chełmskie Centrum Pomocy Dziecku i Rodzinie w Chełmie,socjalizacyjna+interwencyjna,,ul. Jedność 43 22-100 Chełm tel. 82 565 37 38 domdzieckachelm@poczta.onet.pl,22-100,,82 565 37 38,domdzieckachelm@poczta.onet.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,„Nasz Dom” im. bł. Edmunda Bojanowskiego,socjalizacyjna+interwencyjna,,Tuligłowy 1 22-300 Krasnystaw tel. 82 576 66 75 fax 82 576 66 85 naszdom44@tlen.pl,22-300,,82 576 66 75,naszdom44@tlen.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza „Dom nr 1” w Witaniowie,socjalizacyjna+interwencyjna,,"Witaniów 36B, 21-010 Łęczna tel. 81 81 757 71 33 powkijany@interia.pl",21-010,,81 81 757 71 33,powkijany@interia.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza w Adamowie,socjalizacyjna+interwencyjna,,ul. Szkolna 4d 21-412 Adamów tel./fax 25 755 10 09 domdziecka_rsmolany@interia.pl,21-412,,,domdziecka_rsmolany@interia.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza „Promyk” w Janowie Lubelskim,socjalizacyjna+interwencyjna,,23-300 Janów Lubelski ul. Jana Pawła II /10 tel. 15 871 74 27 Fax. 15 871 74 38 placowka_promyk@wp.pl,23-300,,15 871 74 27,placowka_promyk@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza Nr 1,socjalizacyjna,,21-300 Radzyń Podlaski ul. Traugutta 6 tel. 83 35 25 107 pow.mojdom.radzyn@pra.pl,21-300,,83 35 25 107,pow.mojdom.radzyn@pra.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Dziecka w Siedliszczu,socjalizacyjna+interwencyjna,,ul. Szkolna 66 22-130 Siedliszcze tel. 82 569 25 63 dom@domdzieckawsiedliszczu.pl,22-130,,82 569 25 63,dom@domdzieckawsiedliszczu.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Wielofunkcyjna w Łukowie,socjalizacyjna+interwencyjna,,21-400 Łuków ul. Broniewskiego 20/26 tel. 25 798 23 73 placowkaw@wp.pl,21-400,,25 798 23 73,placowkaw@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza w Krasnymstawie,socjalizacyjna,,22-300 Krasnystaw ul. Zamkowa 5A/2 tel. 82 576 27 17 ogniskow@interia.pl,22-300,,82 576 27 17,ogniskow@interia.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Pogotowie Opiekuńcze w Stoczku Łukowskim,socjalizacyjna+interwencyjna,,21-450 Stoczek Łukowski Plac Wielgoska 5 tel. 25 797 06 72 pogotowiestoczek@wp.pl,21-450,,25 797 06 72,pogotowiestoczek@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opieki nad Dzieckiem i Rodziną NASZ DOM,socjalizacyjna+interwencyjna,,Rybczewice Drugie 83A 21-065 Rybczewice tel. 81 585 40 81 507 143 172 naszdomrybczewice@wp.pl,21-065,,81 585 40 81 507 143 172,naszdomrybczewice@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Rodzinny Dom im. św. Dominika,rodzinna,,20-827 Lublin u. Kąkolowa 7 tel. 81 742 66 29 rdomdominik@gmail.com,20-827,,81 742 66 29,rdomdominik@gmail.com,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Małych Dzieci w Chełmie,socjalizacyjna+interwencyjna,,ul. Jedność 43 22-100 Chełm tel. 82 564 04 04 dom.malych.dzieci@wp.pl,22-100,,82 564 04 04,dom.malych.dzieci@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Rodzinna im. s. Longiny Trudzińskiej Zgromadzenia Sióstr Służebniczek NMP NP. w Tuligłowach,rodzinna,,Tuligłowy 1/2 22-300 Krasnystaw tel. 82 576 66 75 783 795 380 naszdom44@tlen.pl,22-300,,82 576 66 75 783 795 380,naszdom44@tlen.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo– Wychowawcza we Włodawie,socjalizacyjna+interwencyjna+specjalistyczno-terapeutyczna,,ul. Sztabowa 2b 22-200 Włodawa tel. 662 042 564 pow.wlodawa@op.pl,22-200,,662 042 564,pow.wlodawa@op.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Rodzinny Nr 1,socjalizacyjna+interwencyjna,,ul. Kilińskiego 12 20-809 Lublin tel. 81 532 08 30 667 530 338 sekretariat@ddesz.lublin.eu,20-809,,81 532 08 30 667 530 338,sekretariat@ddesz.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Rodzinna im. św. Józefa Zgromadzenia Sióstr Służebniczek NMP NP. w Tuligłowach,rodzinna,,Tuligłowy 1/4 22-300 Krasnystaw tel. 82 576 66 75 600 61 46 98 naszdom44@tlen.pl,22-300,,82 576 66 75 600 61 46 98,naszdom44@tlen.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Rodzinny Nr 2,socjalizacyjna+interwencyjna,,ul. Mineralna 21 20-818 Lublin tel. 81 532 08 30 667 530 338 sekretariat@ddesz.lublin.eu,20-818,,81 532 08 30 667 530 338,sekretariat@ddesz.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Rodzinny Nr 3,socjalizacyjna+interwencyjna,,ul. Generała Bolesława Ducha 38 20-818 Lublin tel. 81 532 08 30 667 530 338 sekretariat@ddesz.lublin.eu,20-818,,81 532 08 30 667 530 338,sekretariat@ddesz.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Rodzinny Nr 4,socjalizacyjna+interwencyjna,,ul. Gliniana 17/18 20-616 Lublin tel. 81 532 08 30 667 530 338 sekretariat@ddesz.lublin.eu,20-616,,81 532 08 30 667 530 338,sekretariat@ddesz.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza w Szachach,socjalizacyjna,,Szachy 22b 21-570 Drelów tel. 83 372 13 90 arka131@wp.pl,21-570,,83 372 13 90,arka131@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza w Janowie Podlaskim,socjalizacyjna,,ul. Konopnickiej 21 21-505 Janów Podlaski tel. 83 341 32 58 arka131@wp.pl,21-505,,83 341 32 58,arka131@wp.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza „Zaczarowany Ogród” w Krasnymstawie,socjalizacyjna+interwencyjna,,ul. Mickiewicza 1/2 22-300 Krasnystaw tel. 82 576 37 43 capow@domdzieckawkrasnymstawie.pl,22-300,,82 576 37 43,capow@domdzieckawkrasnymstawie.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza „Tęczowa Arka” w Krasnymstawie,socjalizacyjna+specjalistyczno-terapeutyczna,,ul. Mickiewicza 1/3 22-300 Krasnystaw tel. 82 576 37 43 capow@domdzieckawkrasnymstawie.pl,22-300,,82 576 37 43,capow@domdzieckawkrasnymstawie.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza „Przy Świerkach” w Krasnystawie,socjalizacyjna+interwencyjna,,ul. Piłsudskiego 17 22-300 Krasnystaw tel. 82 576 37 43 capow@domdzieckawkrasnymstawie.pl,22-300,,82 576 37 43,capow@domdzieckawkrasnymstawie.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Dziecka „Oficyna” w Woli Gałęzowskiej,socjalizacyjna+interwencyjna,,Wola Gałęzowska 116 B 23-100 Bychawa tel. 81 565 80 21 oficyna1@o2.pl,23-100,,81 565 80 21,oficyna1@o2.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzinka I,socjalizacyjna+interwencyjna,,ul. Pogodna 31 20-337 Lublin tel. 81 748 46 87 pogodnydom@pogodnydom.lublin.eu,20-337,,81 748 46 87,pogodnydom@pogodnydom.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzinka II,socjalizacyjna+interwencyjna,,ul. Pogodna 31 20-337 Lublin tel. 81 748 46 86 pogodnydom@pogodnydom.lublin.eu,20-337,,81 748 46 86,pogodnydom@pogodnydom.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzinka III,socjalizacyjna+interwencyjna,,ul. Pogodna 31 20-337 Lublin tel. 81 748 46 88 pogodnydom@pogodnydom.lublin.eu,20-337,,81 748 46 88,pogodnydom@pogodnydom.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzinka IV,socjalizacyjna+interwencyjna,,ul. Pogodna 31 20-337 Lublin tel. 81 748 46 89 pogodnydom@pogodnydom.lublin.eu,20-337,,81 748 46 89,pogodnydom@pogodnydom.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzinka V,socjalizacyjna+interwencyjna,,ul. Pogodna 31 20-337 Lublin tel. 81 748 46 91 pogodnydom@pogodnydom.lublin.eu,20-337,,81 748 46 91,pogodnydom@pogodnydom.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzinka VI,socjalizacyjna+interwencyjna,,ul. Pogodna 31 20-337 Lublin tel. 81 748 46 92 pogodnydom@pogodnydom.lublin.eu,20-337,,81 748 46 92,pogodnydom@pogodnydom.lublin.eu,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Dom Dziecka „Nowy Dom” w Przybysławicach,socjalizacyjna+interwencyjna,,Przybysławice 19 21-080 Garbów tel. 81 501 97 57 poczta@ddprzybyslawice.pl,21-080,,81 501 97 57,poczta@ddprzybyslawice.pl,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzina SOS I,rodzinna,,ul. Gmeinera 8/A 23-204 Kraśnik tel. 660 642 343 krasnik@sos-wd.org,23-204,,660 642 343,krasnik@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzina SOS II,rodzinna,,ul. Gmeinera 8/B 23-204 Kraśnik krasnik@sos-wd.org tel. 660 642 291,23-204,,660 642 291,krasnik@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzina SOS III,rodzinna,,ul. Gmeinera 8/C 23-204 Kraśnik krasnik@sos-wd.org tel. 660 642 287,23-204,,660 642 287,krasnik@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzina SOS IV,rodzinna,,ul. Gmeinera 8/D 23-204 Kraśnik krasnik@sos-wd.org tel. 660 642 214,23-204,,660 642 214,krasnik@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzina SOS VI,rodzinna,,ul. Gmeinera 8/F 23-204 Kraśnik krasnik@sos-wd.org tel. 660 642 110,23-204,,660 642 110,krasnik@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzina SOS VII,rodzinna,,ul. Gmeinera 8/G 23-204 Kraśnik tel. 660 642 551 krasnik@sos-wd.org,23-204,,660 642 551,krasnik@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzina SOS IX,rodzinna,,ul. Gmeinera 8/I 23-204 Kraśnik krasnik@sos-wd.org tel. 660 641 155,23-204,,660 641 155,krasnik@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza-Rodzina SOS X,rodzinna,,ul. Gmeinera 8/K 23-204 Kraśnik krasnik@sos-wd.org 660 642 564,23-204,,,krasnik@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
lubelskie,,Placówka Opiekuńczo- Wychowawcza – Rodzina SOS XI,rodzinna,,ul. Gmeinera 8/L 23-204 Kraśnik krasnik@sos-wd.org,23-204,,,krasnik@sos-wd.org,,,,Wykaz_placowek_lubelskie_2025-10-15.pdf,2025-10-15
